Lithology       Code      Dept  RHOB         GR        SP         DT
Conglomerate    4         370   2.46E+00   1.86E+01  -3.96E+01   1.06E+02
Conglomerate    4         371   2.24E+00   1.75E+01  -4.28E+01   9.39E+01
Conglomerate    4         372   2.25E+00   2.00E+01  -3.99E+01   1.04E+02
Conglomerate    4         373   2.29E+00   1.99E+01  -3.85E+01   1.23E+02
Conglomerate    4         374   2.30E+00   1.72E+01  -3.82E+01   1.14E+02
Conglomerate    4         375   2.30E+00   1.88E+01  -3.48E+01   1.19E+02
Conglomerate    4         376   2.26E+00   1.61E+01  -4.51E+01   1.20E+02
Conglomerate    4         377   2.35E+00   2.35E+01  -4.77E+01   1.18E+02
Conglomerate    4         378   2.30E+00   2.18E+01  -4.22E+01   9.60E+01
Conglomerate    4         379   2.36E+00   2.20E+01  -4.47E+01   1.09E+02
Conglomerate    4         380   2.26E+00   1.75E+01  -4.02E+01   1.16E+02
Conglomerate    4         381   2.30E+00   1.76E+01  -4.39E+01   1.00E+02
Conglomerate    4         382   2.25E+00   1.91E+01  -3.59E+01   9.76E+01
Conglomerate    4         383   2.32E+00   1.90E+01  -4.10E+01   9.41E+01
Conglomerate    4         384   2.34E+00   2.42E+01  -4.22E+01   9.83E+01
Conglomerate    4         385   2.26E+00   2.02E+01  -4.32E+01   1.08E+02
Conglomerate    4         386   2.25E+00   2.13E+01  -3.96E+01   1.12E+02
Conglomerate    4         387   2.31E+00   1.98E+01  -4.43E+01   1.13E+02
Conglomerate    4         388   2.26E+00   1.98E+01  -3.90E+01   1.05E+02
Conglomerate    4         389   2.28E+00   1.38E+01  -3.60E+01   1.22E+02
Conglomerate    4         390   2.29E+00   1.92E+01  -3.69E+01   1.14E+02
Conglomerate    4         391   2.26E+00   1.54E+01  -3.96E+01   1.23E+02
Conglomerate    4         392   2.34E+00   2.13E+01  -4.95E+01   1.21E+02
Conglomerate    4         393   2.35E+00   2.28E+01  -3.91E+01   1.14E+02
Conglomerate    4         394   2.30E+00   1.91E+01  -4.10E+01   8.55E+01
Conglomerate    4         395   2.32E+00   2.27E+01  -4.17E+01   1.07E+02
Conglomerate    4         396   2.23E+00   2.25E+01  -3.91E+01   8.34E+01
Conglomerate    4         397   2.23E+00   2.70E+01  -4.11E+01   1.11E+02
Conglomerate    4         398   2.23E+00   2.06E+01  -3.79E+01   1.05E+02
Conglomerate    4         399   2.24E+00   1.80E+01  -3.74E+01   1.24E+02
Conglomerate    4         400   2.35E+00   2.05E+01  -4.47E+01   1.08E+02
Conglomerate    4         401   2.27E+00   1.91E+01  -4.22E+01   1.05E+02
Conglomerate    4         402   2.36E+00   2.09E+01  -3.83E+01   1.21E+02
Conglomerate    4         403   2.27E+00   1.89E+01  -5.28E+01   1.15E+02
Conglomerate    4         404   2.25E+00   2.52E+01  -4.07E+01   1.11E+02
Conglomerate    4         405   2.39E+00   2.06E+01  -3.61E+01   1.11E+02
Conglomerate    4         406   2.36E+00   2.08E+01  -3.78E+01   1.14E+02
Conglomerate    4         407   2.27E+00   2.00E+01  -3.60E+01   1.05E+02
Conglomerate    4         408   2.23E+00   2.08E+01  -3.62E+01   1.09E+02
Conglomerate    4         409   2.31E+00   1.80E+01  -4.62E+01   9.07E+01
Conglomerate    4         410   2.29E+00   1.55E+01  -4.58E+01   1.13E+02
Conglomerate    4         411   2.32E+00   1.73E+01  -4.00E+01   1.14E+02
Conglomerate    4         412   2.15E+00   1.91E+01  -4.57E+01   9.41E+01
Conglomerate    4         413   2.26E+00   2.49E+01  -4.47E+01   1.15E+02
Conglomerate    4         414   2.29E+00   1.74E+01  -4.30E+01   1.05E+02
Conglomerate    4         415   2.26E+00   1.75E+01  -4.32E+01   9.81E+01
Conglomerate    4         416   2.25E+00   2.46E+01  -4.32E+01   1.08E+02
Conglomerate    4         417   2.26E+00   1.58E+01  -4.08E+01   1.12E+02
Conglomerate    4         418   2.31E+00   1.93E+01  -3.56E+01   1.20E+02
Conglomerate    4         419   2.28E+00   2.11E+01  -4.58E+01   1.15E+02
Conglomerate    4         420   2.21E+00   1.75E+01  -4.29E+01   1.19E+02
Conglomerate    4         421   2.25E+00   2.01E+01  -3.52E+01   1.01E+02
Conglomerate    4         422   2.29E+00   1.72E+01  -4.13E+01   1.17E+02
Conglomerate    4         423   2.33E+00   1.81E+01  -3.95E+01   1.09E+02
Conglomerate    4         424   2.32E+00   1.88E+01  -3.83E+01   1.09E+02
Conglomerate    4         425   2.25E+00   1.75E+01  -3.76E+01   1.13E+02
Conglomerate    4         426   2.32E+00   2.18E+01  -4.54E+01   1.14E+02
Conglomerate    4         427   2.32E+00   1.73E+01  -4.02E+01   1.05E+02
Conglomerate    4         428   2.28E+00   2.30E+01  -4.20E+01   9.58E+01
Conglomerate    4         429   2.21E+00   2.48E+01  -4.53E+01   1.16E+02
Conglomerate    4         430   2.25E+00   1.92E+01  -3.47E+01   1.14E+02
Conglomerate    4         431   2.35E+00   1.62E+01  -4.51E+01   1.08E+02
Conglomerate    4         432   2.28E+00   2.02E+01  -3.26E+01   1.15E+02
Conglomerate    4         433   2.33E+00   1.93E+01  -4.35E+01   1.21E+02
Conglomerate    4         434   2.38E+00   2.04E+01  -4.04E+01   1.13E+02
Conglomerate    4         435   2.35E+00   2.11E+01  -3.72E+01   9.48E+01
Conglomerate    4         436   2.25E+00   1.93E+01  -4.16E+01   1.12E+02
Conglomerate    4         437   2.34E+00   2.03E+01  -3.43E+01   1.19E+02
Conglomerate    4         438   2.31E+00   2.27E+01  -4.09E+01   1.08E+02
Conglomerate    4         439   2.29E+00   2.15E+01  -3.09E+01   1.10E+02
Conglomerate    4         440   2.30E+00   2.13E+01  -3.98E+01   1.37E+02
Conglomerate    4         441   2.44E+00   2.12E+01  -4.66E+01   9.16E+01
Conglomerate    4         442   2.25E+00   1.95E+01  -4.56E+01   1.04E+02
Conglomerate    4         443   2.28E+00   1.83E+01  -3.22E+01   1.09E+02
Conglomerate    4         444   2.20E+00   2.25E+01  -3.35E+01   1.24E+02
Conglomerate    4         445   2.29E+00   1.94E+01  -3.57E+01   8.75E+01
Conglomerate    4         446   2.29E+00   2.30E+01  -3.90E+01   1.07E+02
Conglomerate    4         447   2.27E+00   1.95E+01  -3.74E+01   1.22E+02
Conglomerate    4         448   2.23E+00   2.25E+01  -3.97E+01   7.75E+01
Conglomerate    4         449   2.29E+00   2.08E+01  -4.25E+01   9.49E+01
Conglomerate    4         450   2.30E+00   1.90E+01  -3.46E+01   1.24E+02
Conglomerate    4         451   2.30E+00   2.01E+01  -3.85E+01   1.05E+02
Conglomerate    4         452   2.29E+00   1.92E+01  -3.80E+01   1.08E+02
Conglomerate    4         453   2.30E+00   2.07E+01  -4.18E+01   9.70E+01
Conglomerate    4         454   2.31E+00   1.71E+01  -3.90E+01   1.06E+02
Conglomerate    4         455   2.28E+00   2.37E+01  -4.41E+01   1.22E+02
Conglomerate    4         456   2.42E+00   1.98E+01  -4.00E+01   1.09E+02
Conglomerate    4         457   2.37E+00   2.15E+01  -5.37E+01   8.46E+01
Conglomerate    4         458   2.29E+00   2.24E+01  -4.07E+01   1.06E+02
Conglomerate    4         459   2.31E+00   2.22E+01  -4.40E+01   8.33E+01
Conglomerate    4         460   2.26E+00   1.92E+01  -4.22E+01   1.25E+02
Conglomerate    4         461   2.30E+00   2.21E+01  -4.66E+01   9.24E+01
Conglomerate    4         462   2.21E+00   2.04E+01  -3.84E+01   9.38E+01
Conglomerate    4         463   2.28E+00   1.75E+01  -4.02E+01   7.68E+01
Conglomerate    4         464   2.25E+00   1.63E+01  -3.77E+01   9.71E+01
Conglomerate    4         465   2.35E+00   2.01E+01  -4.53E+01   1.36E+02
Conglomerate    4         466   2.30E+00   1.82E+01  -4.16E+01   8.71E+01
Conglomerate    4         467   2.35E+00   1.58E+01  -4.57E+01   1.08E+02
Conglomerate    4         468   2.28E+00   1.70E+01  -4.34E+01   9.68E+01
Conglomerate    4         469   2.22E+00   2.08E+01  -3.67E+01   1.14E+02
Conglomerate    4         470   2.36E+00   2.14E+01  -3.77E+01   1.04E+02
Conglomerate    4         471   2.26E+00   2.01E+01  -4.15E+01   1.12E+02
Conglomerate    4         472   2.39E+00   1.94E+01  -3.19E+01   9.70E+01
Conglomerate    4         473   2.35E+00   1.85E+01  -3.67E+01   1.22E+02
Conglomerate    4         474   2.35E+00   1.79E+01  -4.05E+01   1.07E+02
Conglomerate    4         475   2.20E+00   1.99E+01  -4.65E+01   1.31E+02
Conglomerate    4         476   2.35E+00   2.10E+01  -5.21E+01   1.03E+02
Conglomerate    4         477   2.32E+00   1.87E+01  -3.03E+01   1.11E+02
Conglomerate    4         478   2.26E+00   2.19E+01  -4.30E+01   9.39E+01
Conglomerate    4         479   2.35E+00   1.63E+01  -3.35E+01   1.06E+02
Conglomerate    4         480   2.39E+00   1.94E+01  -4.11E+01   1.17E+02
Conglomerate    4         481   2.17E+00   2.30E+01  -3.70E+01   9.82E+01
Conglomerate    4         482   2.29E+00   1.90E+01  -4.06E+01   1.24E+02
Conglomerate    4         483   2.22E+00   1.96E+01  -4.19E+01   9.60E+01
Conglomerate    4         484   2.26E+00   1.81E+01  -4.16E+01   1.14E+02
Conglomerate    4         485   2.23E+00   1.75E+01  -4.42E+01   1.04E+02
Conglomerate    4         486   2.21E+00   2.52E+01  -4.39E+01   7.36E+01
Conglomerate    4         487   2.31E+00   2.13E+01  -4.58E+01   1.01E+02
Conglomerate    4         488   2.33E+00   1.83E+01  -3.85E+01   1.25E+02
Conglomerate    4         489   2.29E+00   1.97E+01  -3.89E+01   1.13E+02
Conglomerate    4         490   2.31E+00   2.10E+01  -4.43E+01   1.11E+02
Conglomerate    4         491   2.28E+00   2.03E+01  -4.30E+01   1.06E+02
Conglomerate    4         492   2.26E+00   2.40E+01  -3.89E+01   1.11E+02
Conglomerate    4         493   2.28E+00   2.17E+01  -3.31E+01   1.18E+02
Conglomerate    4         494   2.23E+00   2.14E+01  -4.04E+01   1.28E+02
Conglomerate    4         495   2.19E+00   2.28E+01  -3.43E+01   1.13E+02
Conglomerate    4         496   2.24E+00   2.07E+01  -4.00E+01   1.07E+02
Conglomerate    4         497   2.22E+00   1.81E+01  -4.42E+01   1.23E+02
Conglomerate    4         498   2.35E+00   1.92E+01  -4.32E+01   1.08E+02
Conglomerate    4         499   2.36E+00   2.12E+01  -4.09E+01   1.07E+02
Conglomerate    4         500   2.37E+00   2.48E+01  -4.22E+01   1.02E+02
Conglomerate    4         501   2.46E+00   1.73E+01  -3.37E+01   1.23E+02
Conglomerate    4         502   2.36E+00   2.30E+01  -4.38E+01   9.69E+01
