Litologia     codigo      prof  RHOB         GR        SP         DT
Crystalline     5         374   2.80E+00   3.43E+01   6.69E+01   5.70E+01
Crystalline     5         375   2.80E+00   3.76E+01   6.09E+01   5.94E+01
Crystalline     5         376   2.75E+00   3.23E+01   7.89E+01   6.00E+01
Crystalline     5         377   2.86E+00   4.70E+01   8.34E+01   5.89E+01
Crystalline     5         378   2.80E+00   4.37E+01   7.39E+01   4.80E+01
Crystalline     5         379   2.87E+00   4.39E+01   7.82E+01   5.44E+01
Crystalline     5         380   2.75E+00   3.50E+01   7.03E+01   5.81E+01
Crystalline     5         381   2.79E+00   3.52E+01   7.69E+01   5.02E+01
Crystalline     5         382   2.74E+00   3.81E+01   6.28E+01   4.88E+01
Crystalline     5         383   2.82E+00   3.80E+01   7.17E+01   4.71E+01
Crystalline     5         384   2.85E+00   4.84E+01   7.38E+01   4.92E+01
Crystalline     5         385   2.75E+00   4.04E+01   7.57E+01   5.40E+01
Crystalline     5         386   2.74E+00   4.26E+01   6.94E+01   5.59E+01
Crystalline     5         387   2.81E+00   3.96E+01   7.75E+01   5.66E+01
Crystalline     5         388   2.76E+00   3.95E+01   6.83E+01   5.25E+01
Crystalline     5         389   2.78E+00   2.77E+01   6.30E+01   6.11E+01
Crystalline     5         390   2.79E+00   3.84E+01   6.46E+01   5.69E+01
Crystalline     5         391   2.75E+00   3.07E+01   6.92E+01   6.14E+01
Crystalline     5         392   2.85E+00   4.26E+01   8.67E+01   6.03E+01
Crystalline     5         393   2.86E+00   4.56E+01   6.83E+01   5.72E+01
Crystalline     5         394   2.80E+00   3.82E+01   7.17E+01   4.27E+01
Crystalline     5         395   2.82E+00   4.55E+01   7.31E+01   5.34E+01
Crystalline     5         396   2.72E+00   4.51E+01   6.83E+01   4.17E+01
Crystalline     5         397   2.72E+00   5.40E+01   7.20E+01   5.56E+01
Crystalline     5         398   2.72E+00   4.12E+01   6.64E+01   5.26E+01
Crystalline     5         399   2.72E+00   3.61E+01   6.54E+01   6.22E+01
Crystalline     5         400   2.86E+00   4.09E+01   7.82E+01   5.39E+01
Crystalline     5         401   2.76E+00   3.83E+01   7.39E+01   5.25E+01
Crystalline     5         402   2.87E+00   4.18E+01   6.71E+01   6.05E+01
Crystalline     5         403   2.76E+00   3.78E+01   9.24E+01   5.74E+01
Crystalline     5         404   2.74E+00   5.04E+01   7.13E+01   5.56E+01
Crystalline     5         405   2.90E+00   4.13E+01   6.32E+01   5.56E+01
Crystalline     5         406   2.88E+00   4.16E+01   6.62E+01   5.68E+01
Crystalline     5         407   2.76E+00   3.99E+01   6.31E+01   5.23E+01
Crystalline     5         408   2.72E+00   4.16E+01   6.34E+01   5.46E+01
Crystalline     5         409   2.81E+00   3.60E+01   8.09E+01   4.53E+01
Crystalline     5         410   2.78E+00   3.10E+01   8.02E+01   5.64E+01
Crystalline     5         411   2.83E+00   3.46E+01   7.00E+01   5.72E+01
Crystalline     5         412   2.62E+00   3.81E+01   8.00E+01   4.70E+01
Crystalline     5         413   2.75E+00   4.99E+01   7.81E+01   5.76E+01
Crystalline     5         414   2.79E+00   3.47E+01   7.53E+01   5.24E+01
Crystalline     5         415   2.75E+00   3.50E+01   7.55E+01   4.90E+01
Crystalline     5         416   2.74E+00   4.92E+01   7.57E+01   5.42E+01
Crystalline     5         417   2.75E+00   3.16E+01   7.14E+01   5.61E+01
Crystalline     5         418   2.81E+00   3.85E+01   6.23E+01   6.00E+01
Crystalline     5         419   2.78E+00   4.23E+01   8.01E+01   5.73E+01
Crystalline     5         420   2.70E+00   3.49E+01   7.52E+01   5.97E+01
Crystalline     5         421   2.73E+00   4.03E+01   6.17E+01   5.03E+01
Crystalline     5         422   2.78E+00   3.44E+01   7.22E+01   5.87E+01
Crystalline     5         423   2.84E+00   3.62E+01   6.91E+01   5.47E+01
Crystalline     5         424   2.82E+00   3.77E+01   6.70E+01   5.43E+01
Crystalline     5         425   2.74E+00   3.50E+01   6.58E+01   5.64E+01
Crystalline     5         426   2.82E+00   4.36E+01   7.95E+01   5.72E+01
Crystalline     5         427   2.82E+00   3.47E+01   7.04E+01   5.24E+01
Crystalline     5         428   2.78E+00   4.59E+01   7.34E+01   4.79E+01
Crystalline     5         429   2.69E+00   4.97E+01   7.93E+01   5.78E+01
Crystalline     5         430   2.73E+00   3.84E+01   6.07E+01   5.71E+01
Crystalline     5         431   2.86E+00   3.24E+01   7.89E+01   5.39E+01
Crystalline     5         432   2.78E+00   4.03E+01   5.71E+01   5.77E+01
Crystalline     5         433   2.84E+00   3.87E+01   7.61E+01   6.07E+01
Crystalline     5         434   2.89E+00   4.09E+01   7.07E+01   5.63E+01
Crystalline     5         435   2.86E+00   4.22E+01   6.50E+01   4.74E+01
Crystalline     5         436   2.74E+00   3.85E+01   7.27E+01   5.58E+01
Crystalline     5         437   2.85E+00   4.06E+01   6.00E+01   5.96E+01
Crystalline     5         438   2.82E+00   4.54E+01   7.17E+01   5.41E+01
Crystalline     5         439   2.78E+00   4.30E+01   5.41E+01   5.51E+01
Crystalline     5         440   2.79E+00   4.26E+01   6.97E+01   6.84E+01
Crystalline     5         441   2.97E+00   4.25E+01   8.15E+01   4.58E+01
Crystalline     5         442   2.74E+00   3.90E+01   7.99E+01   5.20E+01
Crystalline     5         443   2.78E+00   3.65E+01   5.63E+01   5.45E+01
Crystalline     5         444   2.68E+00   4.50E+01   5.87E+01   6.19E+01
Crystalline     5         445   2.79E+00   3.88E+01   6.24E+01   4.38E+01
Crystalline     5         446   2.79E+00   4.60E+01   6.83E+01   5.34E+01
Crystalline     5         447   2.76E+00   3.91E+01   6.54E+01   6.10E+01
Crystalline     5         448   2.72E+00   4.51E+01   6.95E+01   3.87E+01
Crystalline     5         449   2.78E+00   4.16E+01   7.44E+01   4.75E+01
Crystalline     5         450   2.80E+00   3.79E+01   6.06E+01   6.22E+01
