Lithology       Code      Dept  RHOB         GR        SP         DT
conglomerate    4         369   2.36E+00   2.17E+01  -4.26E+01   1.17E+02
conglomerate    4         370   2.25E+00   2.29E+01  -4.38E+01   1.21E+02
conglomerate    4         371   2.31E+00   2.35E+01  -3.67E+01   1.11E+02
conglomerate    4         372   2.31E+00   1.92E+01  -3.86E+01   1.19E+02
conglomerate    4         373   2.27E+00   1.32E+01  -4.22E+01   1.20E+02
conglomerate    4         374   2.30E+00   1.64E+01  -3.50E+01   1.08E+02
conglomerate    4         375   2.31E+00   2.48E+01  -3.17E+01   1.25E+02
conglomerate    4         376   2.40E+00   2.15E+01  -3.73E+01   1.06E+02
conglomerate    4         377   2.33E+00   1.71E+01  -4.12E+01   1.01E+02
conglomerate    4         378   2.37E+00   1.44E+01  -3.50E+01   8.72E+01
conglomerate    4         379   2.32E+00   1.60E+01  -4.53E+01   1.17E+02
conglomerate    4         380   2.29E+00   2.04E+01  -4.07E+01   8.75E+01
conglomerate    4         381   2.25E+00   2.16E+01  -3.56E+01   1.14E+02
conglomerate    4         382   2.18E+00   1.92E+01  -3.61E+01   1.21E+02
conglomerate    4         383   2.31E+00   1.84E+01  -4.01E+01   1.05E+02
conglomerate    4         384   2.34E+00   2.27E+01  -3.02E+01   1.08E+02
conglomerate    4         385   2.31E+00   1.98E+01  -3.56E+01   1.30E+02
conglomerate    4         386   2.34E+00   2.17E+01  -3.76E+01   1.48E+02
conglomerate    4         387   2.32E+00   2.26E+01  -3.93E+01   1.07E+02
conglomerate    4         388   2.35E+00   1.83E+01  -4.30E+01   1.17E+02
conglomerate    4         389   2.29E+00   1.59E+01  -4.53E+01   1.13E+02
conglomerate    4         390   2.41E+00   2.56E+01  -3.87E+01   1.22E+02
conglomerate    4         391   2.26E+00   1.70E+01  -3.67E+01   1.04E+02
conglomerate    4         392   2.39E+00   2.25E+01  -4.58E+01   1.21E+02
conglomerate    4         393   2.32E+00   2.38E+01  -4.33E+01   1.21E+02
conglomerate    4         394   2.31E+00   2.11E+01  -4.31E+01   1.26E+02
conglomerate    4         395   2.41E+00   2.05E+01  -3.92E+01   1.11E+02
conglomerate    4         396   2.30E+00   2.18E+01  -4.32E+01   1.03E+02
conglomerate    4         397   2.34E+00   2.11E+01  -3.46E+01   1.08E+02
conglomerate    4         398   2.25E+00   1.89E+01  -4.23E+01   1.40E+02
conglomerate    4         399   2.23E+00   2.17E+01  -3.59E+01   1.00E+02
conglomerate    4         400   2.17E+00   2.05E+01  -3.72E+01   1.07E+02
conglomerate    4         401   2.26E+00   2.01E+01  -3.71E+01   1.31E+02
conglomerate    4         402   2.32E+00   2.10E+01  -2.90E+01   1.24E+02
conglomerate    4         403   2.25E+00   1.67E+01  -3.89E+01   1.19E+02
conglomerate    4         404   2.29E+00   1.73E+01  -4.17E+01   1.24E+02
conglomerate    4         405   2.25E+00   1.91E+01  -3.50E+01   9.14E+01
conglomerate    4         406   2.32E+00   1.90E+01  -3.58E+01   1.17E+02
conglomerate    4         407   2.41E+00   1.90E+01  -4.64E+01   1.22E+02
conglomerate    4         408   2.26E+00   1.35E+01  -3.80E+01   1.08E+02
conglomerate    4         409   2.29E+00   2.16E+01  -4.17E+01   1.06E+02
conglomerate    4         410   2.24E+00   1.77E+01  -4.27E+01   1.11E+02
conglomerate    4         411   2.33E+00   1.95E+01  -4.26E+01   9.51E+01
conglomerate    4         412   2.30E+00   1.83E+01  -2.67E+01   8.53E+01
conglomerate    4         413   2.27E+00   1.88E+01  -3.59E+01   9.42E+01
conglomerate    4         414   2.35E+00   1.95E+01  -3.78E+01   1.02E+02
conglomerate    4         415   2.29E+00   1.94E+01  -3.60E+01   1.34E+02
conglomerate    4         416   2.27E+00   1.59E+01  -3.94E+01   1.22E+02
conglomerate    4         417   2.28E+00   2.02E+01  -3.25E+01   1.11E+02
conglomerate    4         418   2.34E+00   2.00E+01  -4.72E+01   1.12E+02
conglomerate    4         419   2.34E+00   2.29E+01  -3.74E+01   1.09E+02
conglomerate    4         420   2.25E+00   2.05E+01  -3.61E+01   1.08E+02
conglomerate    4         421   2.31E+00   2.00E+01  -3.41E+01   1.16E+02
conglomerate    4         422   2.31E+00   1.81E+01  -4.28E+01   9.76E+01
conglomerate    4         423   2.36E+00   2.24E+01  -3.64E+01   9.89E+01
conglomerate    4         424   2.36E+00   2.05E+01  -3.67E+01   9.71E+01
conglomerate    4         425   2.34E+00   2.31E+01  -4.06E+01   1.03E+02
conglomerate    4         426   2.27E+00   2.18E+01  -3.61E+01   1.12E+02
conglomerate    4         427   2.30E+00   2.17E+01  -3.86E+01   1.14E+02
conglomerate    4         428   2.22E+00   1.98E+01  -4.13E+01   9.34E+01
conglomerate    4         429   2.25E+00   1.87E+01  -4.21E+01   1.16E+02
conglomerate    4         430   2.28E+00   1.76E+01  -3.42E+01   1.21E+02
conglomerate    4         431   2.39E+00   2.02E+01  -4.09E+01   1.25E+02
conglomerate    4         432   2.25E+00   2.19E+01  -2.81E+01   1.27E+02
conglomerate    4         433   2.30E+00   1.80E+01  -4.22E+01   1.37E+02
conglomerate    4         434   2.42E+00   1.88E+01  -3.54E+01   1.17E+02
conglomerate    4         435   2.33E+00   1.81E+01  -3.82E+01   9.65E+01
conglomerate    4         436   2.32E+00   1.57E+01  -3.90E+01   1.19E+02
conglomerate    4         437   2.31E+00   2.19E+01  -4.66E+01   1.23E+02
conglomerate    4         438   2.34E+00   1.66E+01  -3.93E+01   1.09E+02
conglomerate    4         439   2.25E+00   2.03E+01  -3.92E+01   1.10E+02
conglomerate    4         440   2.28E+00   2.07E+01  -4.51E+01   1.21E+02
conglomerate    4         441   2.32E+00   2.27E+01  -4.30E+01   1.06E+02
conglomerate    4         442   2.31E+00   1.85E+01  -4.10E+01   1.17E+02
conglomerate    4         443   2.24E+00   1.89E+01  -3.89E+01   1.05E+02
conglomerate    4         444   2.24E+00   1.96E+01  -4.47E+01   1.07E+02
conglomerate    4         445   2.28E+00   1.89E+01  -3.92E+01   1.09E+02
conglomerate    4         446   2.23E+00   1.64E+01  -4.06E+01   9.12E+01
conglomerate    4         447   2.36E+00   1.86E+01  -3.50E+01   9.61E+01
conglomerate    4         448   2.30E+00   2.16E+01  -4.00E+01   1.20E+02
conglomerate    4         449   2.36E+00   1.89E+01  -3.88E+01   8.91E+01
conglomerate    4         450   2.36E+00   2.02E+01  -3.25E+01   1.06E+02
conglomerate    4         451   2.31E+00   2.40E+01  -4.45E+01   1.12E+02
conglomerate    4         452   2.33E+00   1.95E+01  -4.47E+01   1.05E+02
conglomerate    4         453   2.28E+00   1.54E+01  -3.91E+01   1.09E+02
conglomerate    4         454   2.32E+00   2.09E+01  -3.52E+01   1.07E+02
conglomerate    4         455   2.31E+00   1.87E+01  -3.81E+01   8.29E+01
conglomerate    4         456   2.31E+00   2.09E+01  -3.54E+01   9.72E+01
conglomerate    4         457   2.26E+00   2.02E+01  -4.34E+01   1.21E+02
conglomerate    4         458   2.31E+00   1.80E+01  -4.04E+01   1.23E+02
conglomerate    4         459   2.41E+00   2.03E+01  -3.44E+01   1.12E+02
conglomerate    4         460   2.38E+00   2.25E+01  -4.55E+01   1.34E+02
conglomerate    4         461   2.29E+00   1.81E+01  -4.48E+01   1.17E+02
conglomerate    4         462   2.34E+00   2.20E+01  -3.21E+01   1.16E+02
conglomerate    4         463   2.31E+00   1.70E+01  -3.90E+01   1.26E+02
conglomerate    4         464   2.24E+00   1.77E+01  -4.55E+01   1.10E+02
conglomerate    4         465   2.32E+00   1.89E+01  -3.75E+01   1.24E+02
conglomerate    4         466   2.26E+00   2.02E+01  -3.53E+01   1.17E+02
conglomerate    4         467   2.30E+00   1.71E+01  -4.45E+01   9.57E+01
conglomerate    4         468   2.26E+00   2.06E+01  -4.20E+01   1.20E+02
conglomerate    4         469   2.35E+00   2.47E+01  -4.15E+01   1.33E+02
conglomerate    4         470   2.31E+00   1.73E+01  -3.87E+01   1.25E+02
conglomerate    4         471   2.24E+00   2.52E+01  -3.90E+01   1.32E+02
conglomerate    4         472   2.36E+00   2.20E+01  -3.87E+01   1.04E+02
conglomerate    4         473   2.37E+00   1.79E+01  -4.32E+01   8.93E+01
conglomerate    4         474   2.26E+00   2.05E+01  -3.54E+01   9.67E+01
conglomerate    4         475   2.32E+00   2.07E+01  -4.12E+01   1.00E+02
conglomerate    4         476   2.16E+00   1.96E+01  -3.82E+01   1.11E+02
conglomerate    4         477   2.43E+00   2.10E+01  -3.77E+01   1.04E+02
conglomerate    4         478   2.26E+00   1.72E+01  -4.13E+01   1.20E+02
conglomerate    4         479   2.32E+00   2.25E+01  -4.01E+01   8.74E+01
conglomerate    4         480   2.14E+00   2.06E+01  -3.90E+01   1.19E+02
conglomerate    4         481   2.25E+00   2.27E+01  -4.35E+01   1.22E+02
conglomerate    4         482   2.27E+00   2.17E+01  -5.23E+01   1.02E+02
conglomerate    4         483   2.36E+00   1.99E+01  -4.11E+01   1.25E+02
conglomerate    4         484   2.27E+00   1.75E+01  -4.06E+01   8.81E+01
conglomerate    4         485   2.29E+00   1.95E+01  -4.45E+01   1.23E+02
conglomerate    4         486   2.32E+00   1.55E+01  -3.61E+01   1.28E+02
conglomerate    4         487   2.29E+00   1.87E+01  -3.64E+01   9.77E+01
conglomerate    4         488   2.24E+00   2.23E+01  -3.81E+01   1.10E+02
conglomerate    4         489   2.24E+00   1.82E+01  -4.18E+01   1.12E+02
conglomerate    4         490   2.35E+00   1.90E+01  -4.17E+01   1.05E+02
conglomerate    4         491   2.31E+00   2.08E+01  -3.15E+01   1.04E+02
conglomerate    4         492   2.24E+00   1.98E+01  -3.50E+01   1.07E+02
conglomerate    4         493   2.32E+00   2.06E+01  -4.47E+01   1.18E+02
conglomerate    4         494   2.24E+00   1.95E+01  -3.96E+01   9.48E+01
conglomerate    4         495   2.30E+00   2.22E+01  -4.62E+01   1.13E+02
conglomerate    4         496   2.29E+00   1.86E+01  -3.92E+01   1.01E+02
conglomerate    4         497   2.37E+00   1.82E+01  -4.02E+01   8.58E+01
conglomerate    4         498   2.29E+00   1.93E+01  -3.79E+01   1.00E+02
conglomerate    4         499   2.38E+00   2.16E+01  -3.95E+01   1.17E+02
conglomerate    4         500   2.24E+00   1.81E+01  -3.13E+01   9.97E+01
conglomerate    4         501   2.25E+00   2.10E+01  -3.80E+01   1.13E+02
conglomerate    4         502   2.45E+00   2.10E+01  -3.89E+01   1.10E+02
conglomerate    4         503   2.29E+00   1.77E+01  -4.16E+01   1.03E+02
conglomerate    4         504   2.32E+00   2.22E+01  -3.16E+01   1.11E+02
conglomerate    4         505   2.24E+00   2.06E+01  -4.15E+01   1.15E+02
conglomerate    4         506   2.29E+00   2.05E+01  -4.32E+01   9.50E+01
conglomerate    4         507   2.24E+00   2.06E+01  -4.49E+01   1.13E+02
conglomerate    4         508   2.34E+00   2.27E+01  -3.55E+01   1.10E+02
conglomerate    4         509   2.25E+00   2.48E+01  -4.64E+01   1.25E+02
conglomerate    4         510   2.28E+00   1.88E+01  -3.66E+01   1.01E+02
conglomerate    4         511   2.20E+00   1.65E+01  -3.82E+01   1.14E+02
conglomerate    4         512   2.33E+00   2.05E+01  -3.53E+01   9.77E+01
conglomerate    4         513   2.25E+00   1.83E+01  -4.51E+01   9.61E+01
conglomerate    4         514   2.36E+00   2.02E+01  -4.11E+01   1.07E+02
conglomerate    4         515   2.25E+00   2.18E+01  -4.31E+01   1.11E+02
conglomerate    4         516   2.30E+00   1.77E+01  -3.69E+01   1.09E+02
conglomerate    4         517   2.29E+00   2.50E+01  -3.40E+01   9.48E+01
conglomerate    4         518   2.20E+00   2.22E+01  -4.35E+01   1.26E+02
conglomerate    4         519   2.38E+00   2.04E+01  -4.38E+01   1.14E+02
conglomerate    4         520   2.24E+00   2.13E+01  -4.07E+01   1.22E+02
conglomerate    4         521   2.37E+00   2.30E+01  -4.68E+01   1.15E+02
conglomerate    4         522   2.33E+00   2.09E+01  -3.85E+01   1.19E+02
conglomerate    4         523   2.30E+00   1.78E+01  -4.37E+01   7.23E+01
conglomerate    4         524   2.30E+00   1.97E+01  -4.89E+01   1.08E+02
conglomerate    4         525   2.30E+00   2.18E+01  -4.11E+01   1.16E+02
conglomerate    4         526   2.25E+00   1.90E+01  -4.05E+01   1.23E+02
conglomerate    4         527   2.33E+00   2.01E+01  -4.06E+01   1.37E+02
conglomerate    4         528   2.26E+00   2.05E+01  -4.07E+01   1.11E+02
conglomerate    4         529   2.25E+00   2.04E+01  -4.59E+01   9.81E+01
conglomerate    4         530   2.28E+00   2.24E+01  -3.90E+01   1.02E+02
conglomerate    4         531   2.33E+00   1.95E+01  -3.17E+01   1.24E+02
conglomerate    4         532   2.34E+00   1.97E+01  -3.31E+01   1.09E+02
conglomerate    4         533   2.28E+00   2.16E+01  -3.08E+01   1.20E+02
conglomerate    4         534   2.31E+00   1.91E+01  -3.49E+01   1.14E+02
conglomerate    4         535   2.24E+00   2.27E+01  -5.08E+01   1.07E+02
conglomerate    4         536   2.35E+00   2.10E+01  -3.41E+01   1.48E+02
conglomerate    4         537   2.28E+00   2.18E+01  -2.84E+01   1.04E+02
conglomerate    4         538   2.29E+00   2.03E+01  -4.42E+01   1.17E+02
conglomerate    4         539   2.26E+00   1.83E+01  -3.84E+01   9.97E+01
conglomerate    4         540   2.14E+00   2.28E+01  -3.81E+01   1.06E+02
conglomerate    4         541   2.21E+00   2.07E+01  -3.12E+01   9.43E+01
conglomerate    4         542   2.30E+00   1.74E+01  -3.59E+01   8.85E+01
conglomerate    4         543   2.28E+00   1.92E+01  -4.56E+01   1.15E+02
conglomerate    4         544   2.32E+00   1.45E+01  -4.02E+01   1.24E+02
conglomerate    4         545   2.34E+00   1.69E+01  -4.12E+01   1.19E+02
conglomerate    4         546   2.26E+00   2.03E+01  -3.36E+01   1.37E+02
conglomerate    4         547   2.26E+00   2.10E+01  -3.96E+01   1.00E+02
conglomerate    4         548   2.41E+00   1.86E+01  -3.87E+01   1.04E+02
conglomerate    4         549   2.33E+00   2.09E+01  -3.99E+01   1.10E+02
conglomerate    4         550   2.25E+00   2.24E+01  -3.60E+01   1.26E+02
conglomerate    4         551   2.24E+00   2.39E+01  -4.44E+01   8.81E+01
conglomerate    4         552   2.41E+00   1.93E+01  -5.22E+01   1.21E+02
conglomerate    4         553   2.40E+00   1.84E+01  -4.88E+01   1.10E+02
conglomerate    4         554   2.33E+00   2.19E+01  -3.86E+01   1.32E+02
conglomerate    4         555   2.21E+00   2.24E+01  -4.18E+01   9.97E+01
conglomerate    4         556   2.33E+00   1.81E+01  -3.89E+01   1.17E+02
conglomerate    4         557   2.34E+00   1.76E+01  -4.05E+01   1.08E+02
conglomerate    4         558   2.23E+00   2.68E+01  -4.05E+01   9.58E+01
conglomerate    4         559   2.30E+00   2.24E+01  -4.18E+01   1.03E+02
conglomerate    4         560   2.36E+00   2.38E+01  -3.59E+01   1.05E+02
conglomerate    4         561   2.31E+00   1.89E+01  -3.76E+01   1.07E+02
conglomerate    4         562   2.35E+00   2.00E+01  -4.29E+01   1.21E+02
conglomerate    4         563   2.24E+00   2.04E+01  -3.56E+01   1.07E+02
conglomerate    4         564   2.46E+00   2.28E+01  -3.31E+01   9.17E+01
conglomerate    4         565   2.30E+00   1.73E+01  -4.47E+01   1.26E+02
conglomerate    4         566   2.34E+00   1.93E+01  -4.04E+01   1.17E+02
conglomerate    4         567   2.35E+00   1.99E+01  -4.05E+01   9.35E+01
conglomerate    4         568   2.30E+00   2.17E+01  -4.52E+01   1.14E+02
conglomerate    4         569   2.36E+00   1.52E+01  -3.92E+01   1.13E+02
conglomerate    4         570   2.27E+00   1.80E+01  -4.34E+01   1.06E+02
conglomerate    4         571   2.30E+00   1.61E+01  -3.81E+01   9.95E+01
conglomerate    4         572   2.26E+00   1.92E+01  -3.66E+01   9.50E+01
conglomerate    4         573   2.30E+00   1.73E+01  -4.57E+01   1.26E+02
conglomerate    4         574   2.24E+00   1.72E+01  -4.36E+01   1.08E+02
conglomerate    4         575   2.36E+00   1.92E+01  -4.33E+01   1.08E+02
conglomerate    4         576   2.24E+00   2.03E+01  -4.38E+01   8.27E+01
conglomerate    4         577   2.25E+00   1.94E+01  -4.71E+01   1.27E+02
conglomerate    4         578   2.37E+00   1.97E+01  -3.92E+01   1.17E+02
conglomerate    4         579   2.34E+00   2.04E+01  -4.00E+01   1.01E+02
conglomerate    4         580   2.36E+00   1.92E+01  -3.82E+01   1.17E+02
conglomerate    4         581   2.35E+00   2.03E+01  -4.03E+01   1.19E+02
conglomerate    4         582   2.24E+00   1.94E+01  -4.75E+01   1.20E+02
conglomerate    4         583   2.26E+00   1.58E+01  -3.71E+01   1.30E+02
conglomerate    4         584   2.33E+00   1.77E+01  -4.22E+01   1.18E+02
conglomerate    4         585   2.35E+00   2.24E+01  -4.57E+01   9.77E+01
conglomerate    4         586   2.31E+00   2.02E+01  -4.31E+01   1.18E+02
conglomerate    4         587   2.34E+00   1.78E+01  -3.53E+01   1.10E+02
conglomerate    4         588   2.43E+00   1.92E+01  -3.75E+01   1.20E+02
conglomerate    4         589   2.31E+00   1.62E+01  -3.89E+01   1.08E+02
conglomerate    4         590   2.30E+00   1.77E+01  -4.49E+01   1.21E+02
conglomerate    4         591   2.26E+00   1.96E+01  -4.43E+01   1.13E+02
conglomerate    4         592   2.32E+00   1.77E+01  -3.41E+01   1.22E+02
conglomerate    4         593   2.31E+00   2.16E+01  -3.43E+01   1.06E+02
conglomerate    4         594   2.32E+00   2.01E+01  -3.90E+01   1.38E+02
conglomerate    4         595   2.30E+00   1.87E+01  -3.99E+01   1.07E+02
conglomerate    4         596   2.21E+00   2.09E+01  -4.43E+01   8.89E+01
conglomerate    4         597   2.24E+00   2.14E+01  -4.55E+01   1.14E+02
conglomerate    4         598   2.23E+00   1.91E+01  -4.00E+01   1.06E+02
conglomerate    4         599   2.26E+00   2.02E+01  -4.47E+01   8.63E+01
conglomerate    4         600   2.21E+00   2.17E+01  -3.68E+01   1.17E+02
conglomerate    4         601   2.35E+00   1.60E+01  -4.16E+01   1.20E+02
conglomerate    4         602   2.32E+00   1.61E+01  -3.93E+01   1.25E+02
conglomerate    4         603   2.38E+00   1.95E+01  -4.57E+01   9.67E+01
conglomerate    4         604   2.28E+00   1.79E+01  -3.61E+01   1.16E+02
conglomerate    4         605   2.20E+00   1.85E+01  -4.20E+01   1.12E+02
conglomerate    4         606   2.25E+00   2.28E+01  -4.08E+01   1.08E+02
conglomerate    4         607   2.29E+00   2.00E+01  -5.22E+01   1.20E+02
conglomerate    4         608   2.30E+00   1.75E+01  -3.76E+01   1.42E+02
conglomerate    4         609   2.29E+00   1.99E+01  -3.84E+01   1.12E+02
conglomerate    4         610   2.32E+00   2.19E+01  -3.85E+01   1.00E+02
conglomerate    4         611   2.23E+00   1.86E+01  -3.42E+01   1.21E+02
conglomerate    4         612   2.35E+00   2.09E+01  -4.86E+01   1.11E+02
conglomerate    4         613   2.29E+00   1.90E+01  -3.55E+01   1.11E+02
conglomerate    4         614   2.25E+00   1.97E+01  -4.11E+01   1.01E+02
conglomerate    4         615   2.35E+00   1.95E+01  -4.13E+01   9.14E+01
conglomerate    4         616   2.28E+00   1.94E+01  -3.88E+01   9.99E+01
conglomerate    4         617   2.31E+00   2.44E+01  -3.88E+01   1.31E+02
conglomerate    4         618   2.33E+00   1.80E+01  -4.12E+01   1.02E+02
conglomerate    4         619   2.28E+00   1.89E+01  -4.10E+01   9.96E+01
conglomerate    4         620   2.33E+00   2.09E+01  -4.60E+01   1.13E+02
conglomerate    4         621   2.26E+00   2.33E+01  -3.95E+01   1.24E+02
conglomerate    4         622   2.30E+00   1.75E+01  -3.50E+01   1.02E+02
conglomerate    4         623   2.25E+00   1.78E+01  -3.47E+01   1.20E+02
conglomerate    4         624   2.31E+00   2.12E+01  -4.47E+01   1.26E+02
conglomerate    4         625   2.28E+00   2.01E+01  -4.47E+01   1.02E+02
conglomerate    4         626   2.25E+00   2.20E+01  -4.14E+01   1.16E+02
conglomerate    4         627   2.34E+00   2.10E+01  -4.48E+01   1.22E+02
conglomerate    4         628   2.21E+00   2.02E+01  -4.20E+01   1.09E+02
Crystalline     5         629   2.79E+00   4.59E+01   6.71E+01   5.73E+01
Crystalline     5         630   2.79E+00   3.95E+01   6.02E+01   5.24E+01
Crystalline     5         631   2.74E+00   4.18E+01   6.90E+01   4.87E+01
Crystalline     5         632   2.75E+00   3.61E+01   7.64E+01   4.19E+01
Crystalline     5         633   2.75E+00   4.13E+01   6.22E+01   3.65E+01
Crystalline     5         634   2.67E+00   3.97E+01   6.17E+01   5.30E+01
Crystalline     5         635   2.73E+00   3.43E+01   8.49E+01   4.84E+01
Crystalline     5         636   2.76E+00   3.81E+01   7.26E+01   5.32E+01
Crystalline     5         637   2.81E+00   4.20E+01   7.28E+01   4.89E+01
Crystalline     5         638   2.75E+00   3.63E+01   7.44E+01   5.61E+01
Crystalline     5         639   2.75E+00   4.18E+01   7.91E+01   5.15E+01
Crystalline     5         640   2.82E+00   4.23E+01   7.26E+01   6.49E+01
Crystalline     5         641   2.73E+00   4.16E+01   6.76E+01   3.95E+01
Crystalline     5         642   2.74E+00   4.08E+01   5.36E+01   5.08E+01
Crystalline     5         643   2.74E+00   4.27E+01   7.14E+01   7.05E+01
Crystalline     5         644   2.75E+00   4.16E+01   7.16E+01   5.71E+01
Crystalline     5         645   2.85E+00   4.99E+01   7.48E+01   4.35E+01
Crystalline     5         646   2.63E+00   4.04E+01   6.73E+01   6.25E+01
Crystalline     5         647   2.73E+00   4.12E+01   7.44E+01   4.82E+01
Crystalline     5         648   2.85E+00   4.09E+01   6.80E+01   4.78E+01
Crystalline     5         649   2.67E+00   4.12E+01   6.68E+01   5.10E+01
Crystalline     5         650   2.72E+00   3.23E+01   7.33E+01   6.25E+01
Crystalline     5         651   2.71E+00   4.07E+01   5.97E+01   5.34E+01
Crystalline     5         652   2.74E+00   4.25E+01   7.35E+01   5.73E+01
Crystalline     5         653   2.67E+00   4.01E+01   7.22E+01   5.33E+01
Crystalline     5         654   2.72E+00   4.69E+01   6.95E+01   6.86E+01
Crystalline     5         655   2.74E+00   3.44E+01   7.51E+01   6.15E+01
Crystalline     5         656   2.76E+00   4.04E+01   7.00E+01   5.43E+01
Crystalline     5         657   2.68E+00   4.34E+01   6.99E+01   3.62E+01
Crystalline     5         658   2.77E+00   3.86E+01   7.79E+01   5.25E+01
Crystalline     5         659   2.66E+00   4.07E+01   6.17E+01   5.83E+01
Crystalline     5         660   2.72E+00   3.88E+01   6.34E+01   5.26E+01
Crystalline     5         661   2.62E+00   4.23E+01   6.27E+01   5.37E+01
Crystalline     5         662   2.85E+00   3.88E+01   7.75E+01   5.47E+01
Crystalline     5         663   2.60E+00   3.52E+01   7.16E+01   4.47E+01
Crystalline     5         664   2.82E+00   3.56E+01   6.85E+01   5.54E+01
Crystalline     5         665   2.69E+00   4.73E+01   8.00E+01   6.17E+01
Crystalline     5         666   2.76E+00   4.83E+01   5.07E+01   6.11E+01
Crystalline     5         667   2.80E+00   3.49E+01   6.05E+01   4.83E+01
Crystalline     5         668   2.76E+00   4.55E+01   7.18E+01   6.23E+01
Crystalline     5         669   2.77E+00   3.96E+01   7.23E+01   5.35E+01
Crystalline     5         670   2.72E+00   4.38E+01   7.39E+01   5.01E+01
Crystalline     5         671   2.73E+00   4.47E+01   7.35E+01   6.83E+01
Crystalline     5         672   2.78E+00   4.31E+01   6.45E+01   6.04E+01
Crystalline     5         673   2.69E+00   3.74E+01   6.81E+01   6.24E+01
Crystalline     5         674   2.68E+00   4.45E+01   7.12E+01   5.82E+01
Crystalline     5         675   2.84E+00   3.42E+01   7.37E+01   4.67E+01
Crystalline     5         676   2.74E+00   3.43E+01   7.20E+01   5.53E+01
Crystalline     5         677   2.75E+00   4.90E+01   8.27E+01   5.50E+01
Crystalline     5         678   2.79E+00   4.36E+01   6.28E+01   6.21E+01
Crystalline     5         679   2.68E+00   4.48E+01   6.67E+01   5.52E+01
Crystalline     5         680   2.73E+00   4.31E+01   6.70E+01   5.18E+01
Crystalline     5         681   2.82E+00   4.36E+01   5.96E+01   5.14E+01
Crystalline     5         682   2.70E+00   3.88E+01   6.08E+01   5.72E+01
Crystalline     5         683   2.76E+00   4.55E+01   7.23E+01   5.17E+01
Crystalline     5         684   2.83E+00   4.29E+01   7.82E+01   6.07E+01
Crystalline     5         685   2.74E+00   4.31E+01   5.59E+01   5.91E+01
Crystalline     5         686   2.69E+00   3.46E+01   5.93E+01   6.73E+01
Crystalline     5         687   2.74E+00   4.04E+01   6.87E+01   5.40E+01
Crystalline     5         688   2.76E+00   3.98E+01   6.51E+01   5.68E+01
Crystalline     5         689   2.82E+00   4.37E+01   6.42E+01   6.82E+01
Crystalline     5         690   2.74E+00   3.46E+01   7.73E+01   5.73E+01
Crystalline     5         691   2.78E+00   3.44E+01   7.73E+01   5.39E+01
Crystalline     5         692   2.86E+00   4.17E+01   8.46E+01   6.28E+01
Crystalline     5         693   2.63E+00   4.57E+01   6.35E+01   5.54E+01
Crystalline     5         694   2.83E+00   3.20E+01   7.30E+01   5.33E+01
Crystalline     5         695   2.68E+00   3.92E+01   6.97E+01   4.77E+01
Crystalline     5         696   2.68E+00   4.81E+01   8.46E+01   5.60E+01
Crystalline     5         697   2.77E+00   3.81E+01   5.53E+01   5.86E+01
Crystalline     5         698   2.79E+00   3.64E+01   6.60E+01   4.86E+01
